s_no,station,location_name,plot_type,period,ymin,ymax
871,C_CAA003_CVP,CVP Banks PP Exports,exceedance,Jul,,
872,C_CAA003_CVP,CVP Banks PP Exports,exceedance,Aug,,
873,C_CAA003_CVP,CVP Banks PP Exports,exceedance,Sep,,
874,C_CAA003_CVP,CVP Banks PP Exports,exceedance,Oct,,
875,C_CAA003_CVP,CVP Banks PP Exports,exceedance,Nov,,
876,C_CAA003_CVP,CVP Banks PP Exports,exceedance,Dec,,
877,C_CAA003_CVP,CVP Banks PP Exports,monthly,Full Simulation Period,,
878,C_CAA003_CVP,CVP Banks PP Exports,monthly,Wet,,
879,C_CAA003_CVP,CVP Banks PP Exports,monthly,Above Normal,,
880,C_CAA003_CVP,CVP Banks PP Exports,monthly,Below Normal,,
881,C_CAA003_CVP,CVP Banks PP Exports,monthly,Dry,,
882,C_CAA003_CVP,CVP Banks PP Exports,monthly,Critical,,
883,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Jan,,
884,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Feb,,
885,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Mar,,
886,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Apr,,
887,C_CAA003_SWP,SWP Banks PP Exports,exceedance,May,,
888,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Jun,,
889,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Jul,,
890,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Aug,,
891,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Sep,,
892,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Oct,,
893,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Nov,,
894,C_CAA003_SWP,SWP Banks PP Exports,exceedance,Dec,,
895,C_CAA003_SWP,SWP Banks PP Exports,monthly,Full Simulation Period,,
896,C_CAA003_SWP,SWP Banks PP Exports,monthly,Wet,,
897,C_CAA003_SWP,SWP Banks PP Exports,monthly,Above Normal,,
898,C_CAA003_SWP,SWP Banks PP Exports,monthly,Below Normal,,
899,C_CAA003_SWP,SWP Banks PP Exports,monthly,Dry,,
900,C_CAA003_SWP,SWP Banks PP Exports,monthly,Critical,,
901,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Jan,,
902,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Feb,,
903,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Mar,,
904,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Apr,,
905,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,May,,
906,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Jun,,
907,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Jul,,
908,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Aug,,
909,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Sep,,
910,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Oct,,
911,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Nov,,
912,D_DMC007_CAA009,DMC - CA Intertie Flow,exceedance,Dec,,
913,D_DMC007_CAA009,DMC - CA Intertie Flow,monthly,Full Simulation Period,,
914,D_DMC007_CAA009,DMC - CA Intertie Flow,monthly,Wet,,
915,D_DMC007_CAA009,DMC - CA Intertie Flow,monthly,Above Normal,,
916,D_DMC007_CAA009,DMC - CA Intertie Flow,monthly,Below Normal,,
917,D_DMC007_CAA009,DMC - CA Intertie Flow,monthly,Dry,,
918,D_DMC007_CAA009,DMC - CA Intertie Flow,monthly,Critical,,
